,TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,TransactionDate,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,Terrorism,UserTenure,IsFraud,Income,Expenditure,GiftsTransaction,TransactionAmount,Cleaned_TransactionTime,Transaction_Time_of_Day
888,6264,2758,27,Male,Unemployed,High School,Married,1,2023-12-30,M002,Withdrawal,Melbourne,Mobile,-31.840233,145.612793,1,110,0,126566.3,79858.63,22515.85,49.79,2024-09-14 07:54:59,Morning
889,11295,4868,31,Male,Student,High School,Married,4,2023-12-30,M007,Purchase,Canberra,Mobile,-31.840233,145.612793,0,100,1,56928.15,43880.86,1042.84,742.77,2024-09-14 02:56:52,Night
890,3012,1988,35,Male,Professional,Bachelor,Married,3,2023-10-28,M008,Transfer,Perth,Desktop,-37.0201,144.9646,1,86,0,78261.23,32711.34,29384.81,15.01,2024-09-14 15:40:08,Afternoon
891,17123,2555,32,Female,Professional,Master,Single,3,2023-10-02,M001,Purchase,Canberra,Mobile,-20.917574,142.702789,0,4,1,159735.86,57298.95,8871.07,79.14,2024-09-14 00:00:00,Night
892,8289,142,28,Female,Professional,Bachelor,Married,4,2023-12-07,M007,Transfer,Canberra,Mobile,-25.042261,117.793221,0,77,0,59883.47,40407.44,8546.15,177.89,2024-09-14 11:12:04,Morning
893,8991,3059,25,Female,Unemployed,Bachelor,Single,3,2023-03-20,M002,Purchase,Canberra,Mobile,-31.840233,145.612793,0,7,0,40968.97,14546.26,216.17,102.97,2024-09-14 06:56:33,Morning
894,6107,3797,30,Male,Student,High School,Single,0,2023-03-24,M007,Transfer,Canberra,Desktop,-20.917574,142.702789,0,40,1,134176.23,98101.26,2477.79,2639.12,2024-09-14 05:35:23,Night
895,774,235,19,Male,Professional,Bachelor,Widowed,2,2023-08-18,M007,Purchase,Canberra,Desktop,-20.917574,142.702789,0,63,0,60471.0,42280.83,1059.03,385.01,2024-09-14 18:10:45,Evening
896,9863,1242,28,Female,Student,High School,Single,3,2023-06-17,M005,Payment,Canberra,Tablet,-20.917574,142.702789,0,60,0,130505.62,52905.48,10949.7,621.13,2024-09-14 23:59:59,Night
897,1631,3144,18,Male,Professional,Bachelor,Single,4,2023-10-25,M004,Purchase,Hobart,Mobile,-37.0201,144.9646,0,88,0,37884.74,15969.19,4150.81,60.2,2024-09-14 07:23:13,Morning
898,8214,4058,61,Male,Professional,PhD,Married,0,2023-12-15,M006,Purchase,Darwin,Mobile,-37.0201,144.9646,1,110,1,57055.9,44226.73,1799.44,30.97,2024-09-14 05:28:25,Night
899,14194,3957,43,Male,Professional,High School,Single,1,2023-12-19,M008,Purchase,Canberra,Mobile,-20.917574,142.702789,0,97,0,74089.4,41383.79,4327.29,22.76,2024-09-14 10:02:48,Morning
900,15610,3369,36,Female,Student,High School,Married,2,2023-11-12,M004,Payment,Sydney,Mobile,-20.917574,142.702789,0,99,0,84724.52,39576.16,4914.33,762.1,2024-09-14 11:56:08,Morning
901,2750,240,39,Female,Student,Bachelor,Married,4,2023-02-20,M007,Payment,Melbourne,Mobile,-31.840233,145.612793,0,74,0,54599.06,26196.53,4141.28,212.81,2024-09-14 20:16:03,Evening
902,10141,4991,44,Female,Professional,High School,Married,4,2023-09-28,M004,Purchase,Canberra,Desktop,-37.0201,144.9646,1,79,0,85805.75,35100.27,2357.41,178.87,2024-09-14 10:51:44,Morning
903,10272,14,33,Male,Retired,Bachelor,Married,3,2023-04-09,M007,Payment,Brisbane,Mobile,-31.840233,145.612793,0,77,0,78700.94,38108.18,6733.07,278.81,2024-09-14 14:01:42,Afternoon
904,17702,696,41,Female,Professional,Bachelor,Widowed,3,2023-08-13,M002,Payment,Melbourne,Mobile,-37.0201,144.9646,1,24,0,126173.42,78587.05,9677.27,236.02,2024-09-14 14:00:25,Afternoon
905,11474,1951,37,Male,Unemployed,High School,Divorced,2,2023-07-20,M005,Purchase,Adelaide,Tablet,-37.0201,144.9646,1,30,1,126619.95,38069.03,8970.37,2535.82,2024-09-14 00:14:46,Night
906,13418,2588,37,Female,Student,Bachelor,Married,1,2023-10-13,M004,Purchase,Adelaide,Mobile,-31.840233,145.612793,0,59,0,35557.88,18371.65,146.53,16.23,2024-09-14 23:40:37,Evening
907,17983,1790,33,Female,Professional,Bachelor,Married,3,2023-12-06,M007,Transfer,Hobart,Mobile,-30.000233,136.209152,0,119,1,49973.21,21744.34,7391.54,217.81,2024-09-14 02:53:00,Night
908,598,4518,55,Male,Professional,Bachelor,Single,3,2023-12-21,M003,Transfer,Perth,Mobile,-31.840233,145.612793,0,58,0,27153.54,19880.89,462.7,72.64,2024-09-14 22:38:03,Evening
909,4562,3659,24,Female,Student,Master,Single,2,2023-12-11,M002,Purchase,Hobart,Mobile,-20.917574,142.702789,0,96,0,60341.56,36069.26,3001.52,484.57,2024-09-14 18:19:07,Evening
910,10373,3739,61,Male,Student,High School,Single,1,2023-05-13,M006,Purchase,Brisbane,Desktop,-31.840233,145.612793,1,38,0,77240.79,59659.52,5634.33,163.32,2024-09-14 22:48:19,Evening
911,4001,1441,33,Male,Student,Bachelor,Married,4,2023-03-02,M003,Transfer,Canberra,Mobile,-31.840233,145.612793,0,93,0,58287.59,24154.6,3489.09,38.8,2024-09-14 12:09:10,Afternoon
912,4659,1077,26,Male,Professional,High School,Divorced,4,2023-09-06,M002,Purchase,Perth,Mobile,-31.840233,145.612793,0,3,1,53713.03,21018.15,5705.7,63.84,2024-09-14 00:50:00,Night
913,9425,4866,41,Female,Professional,Bachelor,Widowed,2,2023-06-14,M004,Purchase,Brisbane,Mobile,-30.000233,136.209152,0,32,0,34480.49,20421.39,2371.62,151.11,2024-09-14 18:09:05,Evening
914,10702,2763,19,Female,Professional,High School,Single,4,2023-05-15,M001,Withdrawal,Canberra,Mobile,-20.917574,142.702789,0,101,1,154244.67,71010.03,9791.89,98.39,2024-09-14 23:59:59,Night
915,4684,4031,38,Male,Student,High School,Single,4,2023-08-14,M006,Purchase,Sydney,Tablet,-19.491411,132.550964,0,75,0,104344.82,77696.24,10576.43,185.19,2024-09-14 19:12:30,Evening
916,10564,4432,37,Female,Professional,Bachelor,Single,4,2023-09-19,M004,Payment,Brisbane,Desktop,-20.917574,142.702789,0,47,0,109214.93,42933.77,3513.59,83.48,2024-09-14 14:08:42,Afternoon
917,12447,1886,41,Male,Student,High School,Single,3,2023-06-21,M003,Purchase,Darwin,Mobile,-20.917574,142.702789,1,68,1,137251.97,66426.31,10671.91,744.93,2024-09-14 04:48:59,Night
918,16208,2843,48,Male,Professional,Bachelor,Married,0,2023-11-06,M008,Purchase,Sydney,Mobile,-20.917574,142.702789,0,66,1,107202.82,56744.75,38530.92,48.19,2024-09-14 05:59:10,Night
919,12522,3110,38,Female,Student,High School,Single,0,2023-04-04,M002,Withdrawal,Adelaide,Mobile,-37.0201,144.9646,0,32,1,19915.11,9197.57,1213.14,546.77,2024-09-14 03:55:41,Night
920,13356,3242,40,Female,Student,High School,Single,3,2023-09-15,M007,Purchase,Melbourne,Mobile,-25.042261,117.793221,0,42,0,26865.49,19682.43,2125.66,44.86,2024-09-14 08:03:15,Morning
921,5080,434,32,Female,Retired,High School,Married,4,2023-11-17,M003,Withdrawal,Darwin,Mobile,-31.840233,145.612793,1,67,1,55167.16,18380.59,5618.46,79.7,2024-09-14 11:06:54,Morning
922,10713,4510,36,Male,Professional,Bachelor,Married,1,2023-05-27,M008,Withdrawal,Adelaide,Mobile,-37.0201,144.9646,0,100,1,40404.57,24645.55,3131.39,4.43,2024-09-14 00:48:37,Night
923,5790,1534,36,Male,Professional,Bachelor,Single,1,2023-08-10,M008,Purchase,Darwin,Mobile,-30.000233,136.209152,0,98,0,72788.07,43542.64,274.18,223.91,2024-09-14 13:31:52,Afternoon
924,16588,679,36,Male,Professional,Master,Married,4,2023-12-10,M003,Transfer,Adelaide,Desktop,-35.473469,149.012375,0,31,0,118339.06,72367.2,6850.83,86.55,2024-09-14 13:36:12,Afternoon
925,1446,3573,32,Male,Professional,Bachelor,Married,0,2023-12-02,M007,Purchase,Darwin,Mobile,-37.0201,144.9646,0,116,0,136875.54,108540.4,26447.04,479.49,2024-09-14 18:05:41,Evening
926,10755,3130,34,Male,Student,High School,Married,4,2023-11-26,M005,Purchase,Darwin,Mobile,-37.0201,144.9646,0,49,0,78476.8,53756.33,4691.14,188.05,2024-09-14 11:57:16,Morning
927,15445,4913,34,Male,Professional,Bachelor,Married,4,2023-03-23,M003,Withdrawal,Melbourne,Desktop,-37.0201,144.9646,0,68,1,44658.29,22303.53,3049.05,87.6,2024-09-14 00:45:54,Night
928,11702,4177,31,Female,Student,Master,Married,1,2023-12-12,M007,Purchase,Melbourne,Mobile,-20.917574,142.702789,0,108,0,100326.74,73848.95,19009.43,291.97,2024-09-14 19:21:00,Evening
929,7309,540,27,Female,Professional,High School,Single,1,2023-11-26,M008,Purchase,Canberra,Desktop,-30.000233,136.209152,0,69,0,69603.6,50554.53,18353.24,608.67,2024-09-14 15:23:59,Afternoon
930,7034,1473,18,Male,Professional,Bachelor,Single,2,2023-10-31,M008,Transfer,Adelaide,Mobile,-31.840233,145.612793,1,41,1,63222.73,41670.83,2279.97,17.71,2024-09-14 03:00:23,Night
931,6000,4793,29,Male,Retired,Bachelor,Widowed,0,2023-11-24,M007,Withdrawal,Darwin,Mobile,-37.0201,144.9646,1,91,1,74634.5,50948.34,7046.16,50.39,2024-09-14 06:31:28,Morning
932,2837,4419,44,Male,Professional,High School,Married,3,2023-06-08,M006,Purchase,Canberra,Mobile,-37.0201,144.9646,0,103,0,61538.38,38471.74,1339.72,76.18,2024-09-14 16:13:27,Afternoon
933,15886,4224,39,Female,Professional,Bachelor,Married,3,2023-12-21,M008,Purchase,Canberra,Mobile,-31.840233,145.612793,0,30,0,89480.0,37328.17,3320.75,26.07,2024-09-14 10:44:57,Morning
934,3757,2836,25,Female,Retired,Bachelor,Married,0,2023-08-16,M007,Purchase,Darwin,Mobile,-31.840233,145.612793,1,103,0,150327.86,70359.29,2989.86,118.94,2024-09-14 10:40:07,Morning
935,3218,2632,30,Female,Professional,High School,Married,4,2023-05-17,M008,Purchase,Hobart,Desktop,-20.917574,142.702789,0,83,1,24675.16,14211.2,584.73,447.69,2024-09-14 04:36:10,Night
936,3520,2117,54,Female,Professional,PhD,Married,3,2023-12-05,M002,Withdrawal,Darwin,Mobile,-37.0201,144.9646,1,56,1,69820.99,30138.64,1969.41,191.14,2024-09-14 08:04:34,Morning
937,6594,4950,46,Male,Professional,High School,Widowed,0,2023-08-03,M003,Purchase,Adelaide,Mobile,-37.0201,144.9646,0,86,0,67342.62,28222.07,7781.45,82.6,2024-09-14 18:33:27,Evening
938,5947,2196,32,Male,Student,High School,Married,4,2023-06-10,M002,Withdrawal,Hobart,Mobile,-37.0201,144.9646,0,93,1,64992.09,42830.14,3799.97,66.39,2024-09-14 23:00:44,Evening
939,9987,1303,33,Female,Unemployed,High School,Single,0,2023-05-01,M001,Transfer,Darwin,Mobile,-37.0201,144.9646,1,47,0,124620.76,37815.81,26247.3,292.45,2024-09-14 10:37:10,Morning
940,2588,2877,37,Male,Unemployed,Bachelor,Married,1,2023-08-27,M001,Withdrawal,Hobart,Mobile,-30.000233,136.209152,1,105,1,65568.76,25700.25,4220.86,605.99,2024-09-14 00:56:57,Night
941,4695,765,29,Female,Professional,High School,Single,1,2023-10-22,M008,Purchase,Sydney,Mobile,-35.473469,149.012375,0,75,1,53647.82,35267.94,14856.39,11.59,2024-09-14 02:51:19,Night
942,10820,611,18,Female,Student,Bachelor,Single,3,2023-11-17,M006,Transfer,Adelaide,Mobile,-30.000233,136.209152,0,55,0,161040.14,61339.35,30147.31,106.64,2024-09-14 09:17:35,Morning
943,16547,3462,55,Female,Student,Bachelor,Married,3,2023-05-26,M004,Purchase,Sydney,Mobile,-37.0201,144.9646,0,83,1,73431.87,26333.64,9566.71,19.6,2024-09-14 01:08:46,Night
944,14627,2739,46,Male,Student,Master,Single,2,2023-07-07,M008,Purchase,Melbourne,Desktop,-41.640079,146.315918,0,80,0,25050.56,17054.47,1766.26,1149.64,2024-09-14 22:58:07,Evening
945,10732,2177,19,Male,Unemployed,High School,Single,1,2023-08-01,M004,Transfer,Brisbane,Mobile,-37.0201,144.9646,0,41,0,37437.74,24838.61,517.07,407.2,2024-09-14 17:57:03,Afternoon
946,10158,2689,42,Male,Professional,Bachelor,Married,2,2023-02-22,M003,Transfer,Hobart,Tablet,-25.042261,117.793221,0,81,0,43053.67,30433.6,7530.34,25.89,2024-09-14 15:41:22,Afternoon
947,6806,4039,33,Female,Student,High School,Married,1,2023-03-02,M003,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,1,22,1,22538.26,9420.28,1319.32,44.39,2024-09-14 03:37:49,Night
948,17836,4585,32,Male,Unemployed,Bachelor,Married,0,2023-12-15,M003,Purchase,Darwin,Mobile,-41.640079,146.315918,0,118,0,106929.79,46206.64,12528.84,30.98,2024-09-14 17:15:46,Afternoon
949,12246,1077,26,Male,Professional,High School,Divorced,4,2023-09-06,M001,Payment,Sydney,Tablet,-31.840233,145.612793,0,3,1,53713.03,21018.15,5705.7,43.14,2024-09-14 03:02:43,Night
950,2464,1481,32,Female,Professional,Bachelor,Single,3,2023-03-14,M001,Purchase,Perth,Mobile,-20.917574,142.702789,0,80,0,31368.85,23051.46,3875.39,148.19,2024-09-14 11:31:58,Morning
951,8729,4082,34,Female,Professional,Master,Married,0,2023-08-22,M006,Withdrawal,Sydney,Mobile,-31.840233,145.612793,1,116,1,42932.17,30448.22,3464.5,79.41,2024-09-14 16:27:48,Afternoon
952,15503,2753,45,Male,Student,Bachelor,Married,0,2023-10-25,M005,Purchase,Perth,Tablet,-31.840233,145.612793,0,105,0,87269.21,68666.08,25490.7,157.71,2024-09-14 14:45:13,Afternoon
953,12599,4159,30,Female,Professional,High School,Married,4,2023-03-31,M001,Purchase,Adelaide,Mobile,-31.840233,145.612793,0,91,1,105622.74,53112.65,7652.19,64.53,2024-09-14 00:47:59,Night
954,4483,705,46,Female,Professional,Bachelor,Widowed,4,2023-01-15,M003,Withdrawal,Brisbane,Mobile,-37.0201,144.9646,1,25,1,32071.71,20733.24,5322.42,465.93,2024-09-14 19:02:11,Evening
955,10359,3935,33,Male,Professional,PhD,Widowed,4,2023-11-01,M003,Withdrawal,Melbourne,Desktop,-37.0201,144.9646,0,2,0,87777.44,36935.15,157.98,265.72,2024-09-14 17:53:00,Afternoon
956,13614,1517,28,Female,Retired,High School,Divorced,1,2023-06-16,M005,Purchase,Hobart,Desktop,-37.0201,144.9646,0,74,0,32579.09,11498.2,543.08,41.63,2024-09-14 15:39:10,Afternoon
957,16491,827,49,Female,Professional,Bachelor,Married,2,2023-03-22,M001,Purchase,Perth,Mobile,-25.042261,117.793221,1,61,1,116823.93,35857.17,10603.12,437.69,2024-09-14 04:37:48,Night
958,12696,3315,36,Male,Student,High School,Single,3,2023-10-13,M008,Purchase,Sydney,Mobile,-30.000233,136.209152,1,105,0,48916.91,16707.63,58.72,54.59,2024-09-14 09:02:37,Morning
959,7234,24,46,Male,Professional,Master,Married,3,2023-09-17,M002,Purchase,Melbourne,Mobile,-37.0201,144.9646,1,60,0,81853.93,56412.99,1084.59,56.65,2024-09-14 06:29:29,Morning
960,4608,4224,39,Female,Professional,Bachelor,Married,3,2023-12-06,M007,Transfer,Adelaide,Mobile,-31.840233,145.612793,0,30,0,89480.0,36563.98,3319.42,26.43,2024-09-14 18:05:25,Evening
961,9790,4026,43,Female,Professional,Bachelor,Single,1,2023-11-14,M004,Transfer,Perth,Mobile,-25.042261,117.793221,0,20,0,106892.35,70577.15,20539.23,577.84,2024-09-14 16:42:23,Afternoon
962,500,1314,23,Male,Professional,Bachelor,Single,4,2023-11-16,M003,Purchase,Adelaide,Mobile,-30.000233,136.209152,0,60,0,16276.89,6861.43,1026.88,239.93,2024-09-14 23:17:56,Evening
963,9419,1248,38,Female,Professional,Master,Married,1,2023-05-18,M006,Withdrawal,Perth,Desktop,-31.840233,145.612793,1,54,1,70927.17,55148.3,10448.51,340.39,2024-09-14 12:01:48,Afternoon
964,12505,4377,33,Male,Professional,High School,Single,4,2023-12-30,M007,Purchase,Melbourne,Desktop,-20.917574,142.702789,0,48,0,45448.47,24620.8,4517.09,28.75,2024-09-14 18:55:14,Evening
965,1046,2589,42,Female,Student,Bachelor,Single,0,2023-11-06,M007,Transfer,Perth,Desktop,-25.042261,117.793221,1,20,0,77273.45,51360.65,3197.07,531.84,2024-09-14 11:31:40,Morning
966,15771,4349,41,Male,Professional,Bachelor,Married,4,2023-10-17,M006,Withdrawal,Darwin,Mobile,-31.840233,145.612793,1,110,1,90975.7,67693.23,15628.08,568.37,2024-09-14 19:38:33,Evening
967,10368,4636,40,Male,Professional,High School,Married,2,2023-10-08,M002,Purchase,Melbourne,Mobile,,,1,44,0,149658.37,81487.38,29906.31,136.82,2024-09-14 23:59:59,Night
968,17851,3444,18,Male,Professional,PhD,Divorced,2,2023-06-23,M001,Withdrawal,Sydney,Desktop,-31.840233,145.612793,0,109,1,45575.45,28782.27,3734.56,74.54,2024-09-14 16:13:23,Afternoon
969,10411,359,24,Male,Student,Bachelor,Married,3,2023-12-06,M004,Transfer,Brisbane,Tablet,-37.0201,144.9646,0,12,0,74753.39,52215.8,5468.46,17.18,2024-09-14 13:35:50,Afternoon
970,3139,2853,37,Female,Professional,High School,Single,3,2023-10-16,M001,Purchase,Melbourne,Mobile,-35.473469,149.012375,0,79,0,75576.17,48281.42,5082.55,310.97,2024-09-14 16:11:43,Afternoon
971,10648,3281,33,Male,Professional,High School,Single,3,2023-01-28,M007,Transfer,Hobart,Mobile,-20.917574,142.702789,1,15,0,123292.48,89712.4,7071.07,145.19,2024-09-14 14:39:47,Afternoon
972,10008,3999,29,Female,Professional,Bachelor,Married,1,2023-11-04,M002,Withdrawal,Darwin,Tablet,-31.840233,145.612793,1,11,1,81102.53,58613.09,7356.8,34.83,2024-09-14 11:09:12,Morning
973,13775,4766,21,Male,Professional,High School,Single,1,2023-06-28,M002,Transfer,Adelaide,Mobile,-37.0201,144.9646,1,55,0,90032.47,36192.43,4199.16,123.18,2024-09-14 22:13:08,Evening
974,777,2883,43,Female,Unemployed,Master,Single,3,2023-02-22,M005,Withdrawal,Adelaide,Mobile,-31.840233,145.612793,1,93,1,72020.18,46713.26,11411.28,51.47,2024-09-14 17:40:25,Afternoon
975,9960,11,37,Male,Unemployed,Bachelor,Single,4,2023-06-07,M007,Withdrawal,Melbourne,Mobile,-35.473469,149.012375,0,111,1,62834.56,32982.12,10311.91,68.52,2024-09-14 05:20:55,Night
976,12035,2833,45,Female,Unemployed,High School,Married,4,2023-09-23,M005,Transfer,Sydney,Mobile,-31.840233,145.612793,0,27,0,87534.38,67319.07,3929.49,136.69,2024-09-14 20:33:49,Evening
977,4019,2473,28,Male,Professional,High School,Single,3,2023-09-23,M008,Purchase,Melbourne,Desktop,-20.917574,142.702789,0,48,0,24408.13,11401.65,4566.47,140.72,2024-09-14 06:54:54,Morning
978,14119,593,33,Female,Professional,High School,Divorced,2,2023-11-07,M008,Purchase,Darwin,Desktop,-25.042261,117.793221,0,52,1,88159.88,50505.18,12501.82,31.05,2024-09-14 02:57:46,Night
979,10019,2944,32,Female,Student,Bachelor,Married,0,2023-03-11,M008,Transfer,Brisbane,Mobile,-20.917574,142.702789,0,109,1,67088.63,29279.49,2873.83,160.42,2024-09-14 01:10:34,Night
980,10899,2907,29,Male,Professional,Bachelor,Single,0,2023-08-07,M008,Transfer,Canberra,Mobile,-31.840233,145.612793,0,54,0,69520.55,25461.89,3077.63,61.18,2024-09-14 10:30:09,Morning
981,10853,2025,39,Female,Professional,High School,Married,4,2023-09-20,M008,Purchase,Hobart,Desktop,-37.0201,144.9646,0,52,0,75074.48,31757.12,4793.3,25.76,2024-09-14 16:11:34,Afternoon
982,17808,2988,31,Male,Professional,Bachelor,Married,3,2023-08-21,M007,Payment,Brisbane,Mobile,-20.917574,142.702789,1,20,0,92387.1,42206.45,7151.84,148.52,2024-09-14 10:22:52,Morning
983,6083,4713,49,Male,Retired,High School,Single,2,2023-08-29,M003,Withdrawal,Perth,Mobile,-30.000233,136.209152,0,7,1,37792.68,11404.91,3296.54,62.15,2024-09-14 13:57:18,Afternoon
984,2982,3904,42,Female,Unemployed,High School,Married,2,2023-11-01,M001,Withdrawal,Brisbane,Tablet,-20.917574,142.702789,0,17,1,86095.69,66871.2,8247.93,110.89,2024-09-14 13:13:40,Afternoon
985,16067,690,41,Male,Professional,PhD,Single,2,2023-08-10,M004,Withdrawal,Darwin,Desktop,-20.917574,142.702789,1,16,1,71778.82,32301.97,5041.93,1121.21,2024-09-14 14:13:09,Afternoon
986,11482,252,50,Female,Professional,High School,Single,3,2023-04-10,M002,Payment,Hobart,Desktop,-31.840233,145.612793,0,70,0,92829.64,59342.59,26779.68,17.82,2024-09-14 12:00:23,Afternoon
987,5890,1395,34,Female,Professional,Master,Single,3,2023-12-18,M001,Withdrawal,Sydney,Desktop,-31.840233,145.612793,1,90,1,60215.74,23067.53,1451.38,421.14,2024-09-14 18:49:35,Evening
988,8771,2677,18,Male,Retired,Master,Single,0,2023-02-08,M004,Withdrawal,Hobart,Mobile,-30.000233,136.209152,0,38,1,60471.5,43810.34,7903.48,124.23,2024-09-14 12:25:35,Afternoon
989,6005,4154,23,Male,Student,Bachelor,Single,3,2023-08-04,M003,Transfer,Adelaide,Desktop,-37.0201,144.9646,0,111,1,60398.84,38173.41,1624.92,758.34,2024-09-14 04:32:18,Night
990,565,360,20,Female,Retired,High School,Single,2,2023-02-28,M007,Purchase,Adelaide,Mobile,-31.840233,145.612793,0,67,0,48176.3,19036.41,4751.71,344.48,2024-09-14 07:05:27,Morning
991,4118,4194,28,Female,Retired,Bachelor,Single,4,2023-05-21,M004,Purchase,Brisbane,Mobile,-20.917574,142.702789,1,109,1,39200.45,17450.31,788.49,2502.0,2024-09-14 04:16:48,Night
992,5899,2320,30,Female,Professional,Bachelor,Single,1,2023-06-11,M006,Payment,Darwin,Mobile,-37.0201,144.9646,0,50,0,38705.95,23614.18,3214.52,307.94,2024-09-14 11:16:39,Morning
993,840,3408,24,Male,Unemployed,High School,Widowed,3,2023-07-05,M002,Payment,Darwin,Desktop,-37.0201,144.9646,0,75,0,73982.21,44554.93,6253.09,302.62,2024-09-14 12:46:08,Afternoon
994,3888,3940,29,Male,Professional,Bachelor,Married,0,2023-02-13,M006,Transfer,Adelaide,Tablet,-31.840233,145.612793,0,101,0,56515.34,18975.4,1457.55,127.86,2024-09-14 13:05:23,Afternoon
995,11668,1908,44,Female,Unemployed,High School,Single,0,2023-12-10,M006,Withdrawal,Canberra,Mobile,-31.840233,145.612793,0,8,1,28951.69,14590.29,315.44,85.55,2024-09-14 17:21:27,Afternoon
996,7641,1723,21,Female,Unemployed,Bachelor,Single,2,2023-05-30,M005,Transfer,Darwin,Mobile,-37.0201,144.9646,0,37,0,99946.54,59143.86,16330.39,804.35,2024-09-14 14:25:53,Afternoon
997,12320,170,45,Male,Student,High School,Married,2,2023-10-15,M005,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,1,65,1,71389.98,22812.7,5844.48,534.87,2024-09-14 05:42:42,Night
998,2666,4393,41,Male,Professional,Bachelor,Married,2,2023-03-25,M004,Purchase,Sydney,Mobile,-37.0201,144.9646,0,110,0,69612.32,44393.28,7621.99,92.14,2024-09-14 21:43:59,Evening
999,4092,3262,21,Male,Professional,High School,Married,0,2023-11-22,M001,Payment,Brisbane,Mobile,-30.000233,136.209152,0,11,1,64075.21,47571.28,2776.54,642.24,2024-09-14 02:05:23,Night
1000,765,1161,46,Female,Professional,High School,Married,3,2023-07-01,M004,Transfer,Hobart,Mobile,-20.917574,142.702789,0,71,0,44555.44,15289.42,8703.05,44.19,2024-09-14 11:52:21,Morning
1001,1440,151,23,Female,Student,Bachelor,Married,1,2023-02-15,M002,Purchase,Adelaide,Mobile,-37.0201,144.9646,1,112,0,69813.83,23085.53,4706.96,147.91,2024-09-14 17:06:36,Afternoon
1002,9871,3128,35,Female,Professional,High School,Married,3,2023-08-31,M001,Purchase,Perth,Desktop,-37.0201,144.9646,0,6,0,49724.5,31466.0,4425.68,104.54,2024-09-14 06:23:45,Morning
